(1, 2, 3)
(1, 3, 4)
(1, 4, 5)
(1, 5, 6)
(1, 6, 7)
(1, 7, 8)
(1, 8, 9)
(1, 9, 10)
(1, 10, 11)
(1, 11, 12)
(1, 12, 13)
(1, 13, 14)
(1, 14, 15)
(1, 15, 16)
(1, 16, 17)
(1, 17, 18)
(1, 18, 19)
(1, 19, 20)
(2, 3, 4)
(2, 3, 5)
(2, 4, 5)
(2, 4, 6)
(2, 5, 6)
(2, 5, 7)
(2, 6, 7)
(2, 6, 8)
(2, 7, 8)
(2, 7, 9)
(2, 8, 9)
(2, 8, 10)
(2, 9, 10)
(2, 9, 11)
(2, 10, 11)
(2, 10, 12)
(2, 11, 12)
(2, 11, 13)
(2, 12, 13)
(2, 12, 14)
(2, 13, 14)
(2, 13, 15)
(2, 14, 15)
(2, 14, 16)
(2, 15, 16)
(2, 15, 17)
(2, 16, 17)
(2, 16, 18)
(2, 17, 18)
(2, 17, 19)
(2, 18, 19)
(2, 18, 20)
(2, 19, 20)
(3, 4, 5)
(3, 4, 6)
(3, 4, 7)
(3, 5, 6)
(3, 5, 7)
(3, 5, 8)
(3, 6, 7)
(3, 6, 8)
(3, 6, 9)
(3, 7, 8)
(3, 7, 9)
(3, 7, 10)
(3, 8, 9)
(3, 8, 10)
(3, 8, 11)
(3, 9, 10)
(3, 9, 11)
(3, 9, 12)
(3, 10, 11)
(3, 10, 12)
(3, 10, 13)
(3, 11, 12)
(3, 11, 13)
(3, 11, 14)
(3, 12, 13)
(3, 12, 14)
(3, 12, 15)
(3, 13, 14)
(3, 13, 15)
(3, 13, 16)
(3, 14, 15)
(3, 14, 16)
(3, 14, 17)
(3, 15, 16)
(3, 15, 17)
(3, 15, 18)
(3, 16, 17)
(3, 16, 18)
(3, 16, 19)
(3, 17, 18)
(3, 17, 19)
(3, 17, 20)
(3, 18, 19)
(3, 18, 20)
(3, 19, 20)
(4, 5, 6)
(4, 5, 7)
(4, 5, 8)
(4, 5, 9)
(4, 6, 7)
(4, 6, 8)
(4, 6, 9)
(4, 6, 10)
(4, 7, 8)
(4, 7, 9)
(4, 7, 10)
(4, 7, 11)
(4, 8, 9)
(4, 8, 10)
(4, 8, 11)
(4, 8, 12)
(4, 9, 10)
(4, 9, 11)
(4, 9, 12)
(4, 9, 13)
(4, 10, 11)
(4, 10, 12)
(4, 10, 13)
(4, 10, 14)
(4, 11, 12)
(4, 11, 13)
(4, 11, 14)
(4, 11, 15)
(4, 12, 13)
(4, 12, 14)
(4, 12, 15)
(4, 12, 16)
(4, 13, 14)
(4, 13, 15)
(4, 13, 16)
(4, 13, 17)
(4, 14, 15)
(4, 14, 16)
(4, 14, 17)
(4, 14, 18)
(4, 15, 16)
(4, 15, 17)
(4, 15, 18)
(4, 15, 19)
(4, 16, 17)
(4, 16, 18)
(4, 16, 19)
(4, 16, 20)
(4, 17, 18)
(4, 17, 19)
(4, 17, 20)
(4, 18, 19)
(4, 18, 20)
(4, 19, 20)
(5, 6, 7)
(5, 6, 8)
(5, 6, 9)
(5, 6, 10)
(5, 6, 11)
(5, 7, 8)
(5, 7, 9)
(5, 7, 10)
(5, 7, 11)
(5, 7, 12)
(5, 8, 9)
(5, 8, 10)
(5, 8, 11)
(5, 8, 12)
(5, 8, 13)
(5, 9, 10)
(5, 9, 11)
(5, 9, 12)
(5, 9, 13)
(5, 9, 14)
(5, 10, 11)
(5, 10, 12)
(5, 10, 13)
(5, 10, 14)
(5, 10, 15)
(5, 11, 12)
(5, 11, 13)
(5, 11, 14)
(5, 11, 15)
(5, 11, 16)
(5, 12, 13)
(5, 12, 14)
(5, 12, 15)
(5, 12, 16)
(5, 12, 17)
(5, 13, 14)
(5, 13, 15)
(5, 13, 16)
(5, 13, 17)
(5, 13, 18)
(5, 14, 15)
(5, 14, 16)
(5, 14, 17)
(5, 14, 18)
(5, 14, 19)
(5, 15, 16)
(5, 15, 17)
(5, 15, 18)
(5, 15, 19)
(5, 15, 20)
(5, 16, 17)
(5, 16, 18)
(5, 16, 19)
(5, 16, 20)
(5, 17, 18)
(5, 17, 19)
(5, 17, 20)
(5, 18, 19)
(5, 18, 20)
(5, 19, 20)
(6, 7, 8)
(6, 7, 9)
(6, 7, 10)
(6, 7, 11)
(6, 7, 12)
(6, 7, 13)
(6, 8, 9)
(6, 8, 10)
(6, 8, 11)
(6, 8, 12)
(6, 8, 13)
(6, 8, 14)
(6, 9, 10)
(6, 9, 11)
(6, 9, 12)
(6, 9, 13)
(6, 9, 14)
(6, 9, 15)
(6, 10, 11)
(6, 10, 12)
(6, 10, 13)
(6, 10, 14)
(6, 10, 15)
